Age,Years_At_Company,Salary,Projects_Completed,Satisfaction_Score,Performance_Rating,Work_Hours_Per_Week,Promotions,Department,Remote_Work,Attrition
46,1,119222,3,1.1204154888452758,4.519658506908058,49,0,Sales,0,1
58,0,118610,4,4.845969298296449,3.022083166893961,64,3,Operations,1,0
49,10,92142,27,3.6714716268032537,3.031031352754275,60,4,Sales,1,0
31,9,96307,27,4.732820351037224,1.5534863788822264,44,2,Finance,1,0
38,17,44493,9,2.0619856297162893,4.930958163641543,63,2,Sales,0,1
43,17,90085,10,3.4458544449026434,1.9998915634753187,50,1,Sales,0,0
47,16,74228,20,3.7139998731705512,1.2934562698384107,54,4,Sales,0,0
46,7,119676,23,2.2701988010303538,3.652584995900835,56,2,Sales,0,0
38,14,91875,9,4.39243694006252,3.3814654806274906,41,2,IT,0,0
34,7,71655,27,4.788645851600991,2.660582615970983,57,1,Operations,0,0
41,16,83472,7,4.539420470784018,2.6887689355227122,63,3,Finance,1,0
46,11,89437,1,3.95626790375749,4.140255684185725,50,2,Operations,1,0
25,7,89416,22,2.109858718899816,1.7828505603985962,62,0,IT,1,0
31,13,99711,7,2.126464168422527,4.281013275779559,65,0,IT,0,0
24,3,46816,15,4.853441281784152,3.5949884555800726,48,3,IT,1,0
39,0,117175,26,1.0411379837427681,2.6758790951180975,67,4,IT,1,1
57,0,104307,21,3.864199892968578,2.8321144663354745,43,1,Sales,0,1
43,18,86733,4,3.8249846502210487,2.026588828744383,61,0,Operations,1,1
55,15,51240,26,3.49075816379919,4.008457330787899,58,0,HR,0,0
29,13,111363,24,4.960435384347463,3.051498969221071,47,3,Finance,1,0
40,15,72762,28,2.247517743054901,2.2834181709993744,60,4,IT,0,0
58,4,48259,2,2.3598874551729927,3.384200463043801,63,4,Operations,0,1
27,8,90139,11,1.3157576117862222,4.982937808205293,62,3,IT,0,0
47,1,54849,12,2.77119254617495,2.7410491186262154,62,0,IT,1,0
55,17,94869,12,2.0441941049393924,4.682765603114478,42,1,IT,1,0
27,5,103095,9,2.373546808710577,2.3800673596982644,57,0,IT,0,1
58,8,110910,3,4.33828716102251,1.2189308276999435,63,4,IT,0,0
54,0,63567,8,4.741938054109983,1.8169684254737155,39,0,Finance,1,1
43,8,75292,21,1.7429322880207425,2.674780573310737,41,1,Operations,1,0
42,15,114813,23,2.4900357262138635,1.878539714378276,61,2,IT,0,1
27,12,91631,22,4.714522248461576,1.0009081528730221,36,0,IT,1,1
27,8,49885,26,1.2472338427568905,4.6600061509901085,59,3,IT,1,0
25,12,99659,1,1.369442112445514,4.3755176449237165,43,2,IT,1,0
51,8,94306,18,1.6511639568249175,3.9691689259477885,61,3,Sales,0,0
32,10,106314,0,3.380851336507499,1.6712583825841145,35,3,Sales,0,0
51,3,105087,24,1.6018890840239899,1.4814543048399442,57,3,HR,1,1
52,1,69165,28,4.872305525802934,1.2704189978895326,44,0,IT,0,0
45,5,98929,6,2.7868581090340814,3.896116755091685,59,4,HR,1,1
30,13,107028,16,3.0060718414006655,4.715231842751541,37,2,Finance,1,0
24,3,89812,2,1.986634463221626,2.722143283652148,40,1,HR,0,1
52,5,90500,19,2.883841009738934,1.4765626879841927,40,4,Operations,0,0
58,18,119151,19,3.647654530548046,3.0495712829284263,36,0,Sales,0,0
57,5,98643,20,4.004708547816171,2.3953276298345205,52,3,Sales,1,0
45,1,84900,29,4.015472330839652,2.499299697399991,57,1,IT,1,0
52,17,82946,2,3.3115644507763533,3.485322496622829,36,2,IT,0,1
27,12,47851,2,4.617439099975429,3.8748724530488095,46,4,Finance,0,0
23,8,56288,16,4.269631389224438,1.4424143954926434,56,4,Finance,0,0
41,18,112692,6,4.028192458794502,1.1423609232259055,54,1,Operations,1,0
49,12,107580,26,1.2224220867218425,4.9773212107428595,58,0,IT,1,0
32,10,47368,25,1.0275118488785973,1.9309133956622073,54,2,IT,1,0
25,0,86403,13,1.8497891087818918,1.2153220996338363,35,1,Finance,0,0
36,6,49168,16,3.654094375653809,1.75950131638368,35,3,Finance,0,1
27,14,89879,17,2.6447899555301833,1.1558313853938569,51,2,Finance,1,0
51,0,99871,12,2.609625037197247,2.5672435784686867,35,4,Sales,0,0
59,11,72174,19,4.538347552918455,4.209607137805297,64,1,HR,0,0
23,6,46581,28,4.582251392527355,2.3649777990308825,37,4,HR,0,1
36,14,111853,19,4.636701056214343,2.776733627513466,45,4,IT,0,0
32,18,104046,20,2.255512306060109,3.702347094269755,58,4,Sales,1,0
29,0,89678,26,3.764223250957047,3.0355762802795208,56,0,Finance,0,1
47,16,66649,17,2.0865327250974786,4.445782744085297,60,4,IT,1,0
26,16,54567,3,1.7624393322977991,4.464142700183026,47,3,Sales,1,1
27,2,101944,0,1.7385298293894769,1.0396427819646146,35,3,Operations,0,0
47,11,118002,17,2.368430483454376,4.112185225932796,58,2,Sales,1,1
25,5,68803,0,2.719830479119287,2.8429344009666955,44,4,IT,1,0
40,10,58230,25,4.323796684220273,4.955362165214652,69,4,HR,0,0
41,2,57862,25,1.4795643738908484,2.9329283035017406,58,1,Finance,1,1
54,7,83355,12,3.9397033895795768,4.94758378155319,62,0,Operations,1,1
41,13,71259,19,3.1258196567572214,4.018277444822946,50,2,Sales,1,0
33,13,70795,19,2.15178137070397,1.9944195384532253,50,4,IT,1,0
22,9,48770,22,2.9712783381312984,3.1535799171478307,51,1,IT,1,0
47,1,51093,9,2.1997682791080906,4.968542557914331,49,0,Finance,1,1
35,13,86571,26,3.384327820953224,4.430122431007694,50,2,IT,1,0
59,8,40193,10,2.735375691420977,1.3894675751648844,49,2,IT,1,1
58,2,57569,8,1.657622116315515,3.8254879872399843,68,4,Finance,0,1
32,7,51190,8,1.4663322982227869,2.382318343483252,45,2,Operations,0,0
57,15,102824,4,3.1867827282885206,1.0279290475213925,35,1,HR,0,0
34,1,82752,25,4.609652133144413,2.6139238761079984,49,2,HR,1,1
24,5,72327,0,2.375830746230742,1.9390176868998852,60,3,Sales,1,1
54,11,82070,16,3.932000428890493,4.275477082081887,38,1,Operations,1,0
27,4,80197,21,3.634645419759068,2.349322435383062,39,0,Sales,0,0
31,1,42261,1,4.726219657237924,4.310094775815268,69,0,HR,0,0
26,15,66512,23,4.283924069196564,1.0023917553391812,47,4,Finance,0,0
44,4,46716,12,3.266421035621852,2.2312766001044766,44,4,IT,1,1
31,14,68933,8,3.6281219929364292,1.9646608572310478,45,3,HR,0,0
23,11,44378,28,4.5935458663361395,1.934269444274444,52,0,Operations,0,0
34,3,80583,3,2.598075138347739,1.2727464790618508,68,0,HR,1,1
23,14,69033,4,2.3071788234311095,1.748497081642007,57,0,Operations,0,1
41,10,64000,10,1.0432443345407854,3.2221982795424795,41,0,Operations,1,1
22,15,115868,23,4.306204296765857,2.165444291350978,37,2,Operations,0,0
58,5,82604,18,4.2039228016134595,2.669579129316592,46,1,Sales,1,0
30,13,108336,20,1.4178180724006055,2.507467521388754,41,1,Finance,1,0
38,17,113869,2,3.307429524530801,4.503619699999579,60,3,HR,1,0
30,11,45410,11,2.8559267926675496,4.621195996042061,67,2,Finance,1,0
32,10,96044,25,1.4748363820364458,2.97182788662344,49,0,IT,1,1
36,12,103315,18,4.922272908242894,2.3206238012624176,36,0,HR,0,0
45,10,111344,18,1.8587835498534218,1.4272028160094545,41,4,Finance,1,1
59,15,46796,12,1.2689367203622446,4.81361151752838,66,4,Finance,1,1
56,14,94245,27,3.3793895180076383,1.2409077796011898,38,3,IT,1,0
51,14,83056,6,3.9554667085321307,2.1906011102731218,54,0,Operations,1,1
52,3,57709,14,1.1297737841887479,2.1922648046800166,66,3,HR,0,0
26,10,98557,22,3.6348705549080886,2.2816051445608596,62,2,HR,1,0
35,18,57543,6,3.1291675038058178,1.657147373089637,47,1,IT,0,0
32,14,77418,25,1.4130600355001937,4.132645723694789,35,0,Operations,1,1
30,3,56724,7,1.6900955077854483,1.4899914478639569,69,2,HR,1,1
55,12,43828,4,3.271897189264322,3.539626636612651,64,0,HR,0,0
33,18,57087,20,2.1854304540531535,1.4953841068232698,59,4,HR,0,1
56,1,52605,13,4.753262914605264,1.2821425503718262,50,3,Operations,0,1
56,13,71337,3,4.274960917936204,4.6377180147435055,53,4,IT,1,0
22,3,45482,22,4.934268826054652,1.7605150652748227,35,1,HR,0,1
43,15,105333,9,2.038683355801656,4.285000618238817,39,4,Finance,1,0
50,19,90952,19,4.878894531191908,3.1785234844285433,56,0,Operations,0,0
29,13,45463,14,2.7249354791662315,1.3114260784350784,58,4,Sales,0,1
32,14,110448,17,2.3900751812550185,4.82179276575227,38,0,IT,1,1
58,2,44648,19,1.201398107877413,1.98784466796757,52,1,Finance,0,0
35,7,73623,12,1.2110610314384105,4.438581381410426,50,4,HR,0,1
51,15,99156,28,3.7680450237866188,1.6752400231382567,52,3,Sales,1,1
56,9,75634,7,2.8317159777361116,4.4157715285674115,56,3,IT,1,0
42,3,84602,8,1.9060865041444228,1.052915251621176,36,3,Operations,1,1
58,17,89334,15,3.4558812253009306,3.0471218262779227,55,4,Sales,0,0
26,1,108648,18,2.0114324730004447,4.077770317686227,63,4,Sales,0,1
40,16,62054,15,3.3105270173776904,4.739182069971133,60,4,Finance,0,0
35,12,110028,6,2.4368349879307614,4.636808544825948,55,0,IT,0,1
47,3,62207,13,4.294208906447276,4.27849947819058,51,1,Finance,0,0
25,10,61386,27,4.282784643067117,4.552765398645216,50,3,Finance,1,0
46,6,99518,13,2.9094015924896053,1.796878743348306,65,0,HR,0,1
46,11,92781,24,2.4032764373400624,2.136737182846915,43,3,Operations,1,0
39,9,92780,26,2.450239186236378,2.155874099684234,65,0,Sales,0,1
29,6,101440,3,4.2228581026728715,2.5082157240067953,48,4,IT,1,0
35,12,84199,25,2.312717931190448,2.573282681540755,36,3,Operations,0,0
53,6,101035,14,1.836237494827384,3.178221298618702,48,4,Operations,0,0
59,16,48210,2,1.3387533675012273,1.6395190534657655,67,3,IT,1,1
54,9,84363,4,2.8667724835376336,3.7649866551439573,69,2,Operations,0,0
44,9,118279,0,2.9285283956793675,1.670266157218026,54,0,HR,1,1
36,3,100348,2,4.363634841611629,2.24123392841819,36,2,Operations,0,0
54,19,95284,14,1.884954785784256,3.013380522424616,53,0,HR,0,0
46,3,112124,23,2.5239650946735996,4.185762246093909,52,1,Sales,1,0
38,6,108847,26,4.233622955574764,3.957876932954909,50,3,Sales,0,0
54,0,62432,7,4.2944944429958944,3.582137425642089,38,1,Finance,1,0
23,11,104089,28,2.538444303915073,1.6230930423206806,46,1,HR,0,0
35,12,95398,3,2.8364960931467236,3.188181382462311,63,0,Sales,0,0
27,9,43321,1,2.2131435633971317,1.3497860071995418,41,2,Operations,0,1
27,14,77383,28,4.730219513677248,2.509452707186603,48,4,IT,0,0
24,12,118682,23,1.4745750629663212,2.6540661211598366,46,0,IT,0,1
28,8,119190,23,4.73499769200588,1.1592457577830153,69,4,HR,0,1
29,8,92893,9,3.735465807341373,2.0959523978798873,39,1,Finance,0,0
36,14,75820,3,3.1262886107469248,4.822597869065957,51,4,Operations,1,0
50,9,106262,2,1.1306362431379835,4.814530431318758,66,2,HR,0,1
54,9,43760,1,2.902384767288033,2.409308217010157,44,0,IT,0,0
51,7,62190,24,2.630992420010929,1.1724004357932962,51,2,HR,0,0
48,15,107411,16,1.6448752479004902,1.7163797573127262,39,2,Operations,1,1
57,16,63377,22,3.6256384140026277,2.5688711737341605,43,0,Sales,1,0
50,4,86737,20,4.884603629473143,4.791118791876919,67,2,Operations,0,0
59,3,109569,23,3.2487552442581005,1.5647962541487397,52,3,Sales,0,0
54,17,78211,19,3.8590131057757833,4.0540633746728485,43,3,Sales,0,0
58,18,43744,22,1.2738018102640671,1.4347301574987683,63,3,Sales,1,1
48,3,64995,12,2.670667983267979,4.925030309565107,48,4,HR,0,0
54,6,56977,4,1.4654339406579835,2.52646599643654,59,2,IT,1,1
25,9,74542,29,3.4511833421460416,4.100938155596224,49,0,HR,0,0
43,17,50651,20,4.753928632856619,2.3703643312445273,40,0,IT,1,1
23,18,118931,29,3.647110929886554,3.510675508635235,63,4,Operations,1,0
31,3,56715,8,1.3072121932576861,1.768064338960147,49,0,Finance,0,1
26,9,84409,24,2.4186648199403313,1.5840840771878502,63,3,Operations,0,0
31,0,64306,28,3.202653517763406,4.752256558272525,38,2,HR,0,0
54,17,59086,24,2.612831024533009,4.670589111617733,52,0,HR,0,0
59,4,54376,27,4.334576041900689,4.5498757608515294,50,0,IT,0,0
34,14,101350,21,4.258684018839957,3.501733800666374,45,1,HR,0,0
52,16,111425,5,3.4473240804128857,4.233072844865113,48,1,Sales,0,0
57,2,76636,4,2.493831780530821,1.2761477476454997,37,1,HR,1,0
45,11,91649,24,2.0213454950529766,2.3391561675627166,52,2,IT,0,0
36,1,74610,9,1.4234972728525173,2.254812499028625,54,3,IT,0,0
50,0,50058,7,2.419590733946216,3.542581287810453,59,3,Sales,1,1
29,16,114637,6,2.652690068830878,2.423831093882562,47,3,IT,0,0
26,15,118033,6,3.7032917004162944,1.5940271265747232,38,2,Finance,0,1
50,4,110194,5,3.632639297190294,3.385868301654175,48,2,Operations,0,0
25,14,116917,20,1.2804325585650278,4.257535682676326,67,1,HR,0,0
33,2,104200,28,2.581037261724631,2.5284939778398927,62,0,Finance,1,1
23,6,86619,19,1.7271154688694477,1.5290748603939268,42,4,HR,1,0
48,10,57154,2,1.6272508212672228,1.7867527892512922,68,4,Finance,0,0
52,9,59539,18,4.309208598948984,1.949933220677536,39,0,HR,0,1
57,8,100058,21,1.1676608668650301,2.199590371978145,39,1,Sales,1,0
57,13,102068,14,2.6767315036084853,3.5711802820252365,65,0,IT,0,0
47,12,117313,3,1.6728146230660728,3.403781938150876,43,0,IT,1,0
48,1,70373,27,4.5173208627138965,3.7843194462681566,66,4,Sales,1,0
26,2,73154,11,3.2281620531001405,2.4500079381260527,67,1,Finance,1,0
41,6,46031,5,1.925522545507392,4.295990607519913,37,2,Operations,0,1
32,17,111975,18,3.0097091486655057,1.816350644623041,64,4,Finance,0,1
31,2,62785,3,3.9259454388124633,2.8761629900726158,46,2,IT,0,1
59,9,118928,14,4.8324720356777355,4.203754886165721,63,1,Operations,1,0
27,6,68669,8,1.8817840169816757,1.720634590930477,37,0,HR,0,1
29,8,42282,4,4.54472708851738,1.4394524549631318,60,3,Operations,0,1
44,16,74624,12,4.737216456669961,4.534735870751959,64,3,Finance,1,0
47,10,88438,22,4.6656821781282645,2.3717186510367836,43,1,Sales,0,0
33,6,107534,25,3.5416574274476393,3.735480499636128,60,3,HR,0,0
47,13,71705,17,3.5192826177388308,1.101394417055754,36,2,Finance,0,0
34,18,78244,29,2.612842532735291,3.7601875536377984,37,3,HR,1,0
39,3,114964,29,4.009591529215152,2.264405246187882,38,1,Operations,0,0
46,5,77437,4,3.1251760734037277,1.222963414349767,59,1,IT,1,1
54,9,117872,24,3.709752284913178,3.439251046192468,47,2,Finance,1,0
33,6,114878,15,2.713831615395182,1.963215264292693,69,3,Sales,1,0
57,12,112982,26,3.9259858561725562,2.54722896820752,57,3,Operations,0,0
25,13,90583,18,4.297886070418196,1.3223232491460544,43,0,Finance,0,1
26,3,78392,13,1.5857450264112645,1.5886530043797813,36,4,Sales,0,1
58,7,47461,24,4.331718862296912,2.191908941983375,65,1,Finance,1,1
29,4,50516,29,3.161186127161229,1.3590380022406285,36,0,Operations,1,1
49,0,119285,15,4.378663636360898,4.643305058745261,66,1,Finance,0,0
52,3,57514,26,2.7252068253640584,1.0241881727359137,52,0,HR,1,0
30,2,76268,14,2.51616194153214,2.9354408754572456,47,4,Operations,0,0
50,8,76788,21,4.66024293006889,1.4929898325302058,39,0,Finance,0,1
35,7,115749,3,2.004677070193605,2.230716357911794,44,1,IT,0,1
43,0,101049,6,4.376849301144572,4.704238239273062,59,3,Finance,0,0
32,5,102493,15,2.9360822900376164,1.6467782130959474,68,1,HR,0,1
44,8,76027,23,3.056381770205039,4.86332927887333,64,2,Sales,0,1
22,6,82849,21,2.233873125957936,1.8231775079576868,41,2,Sales,0,0
58,3,57858,20,3.2921688024760627,3.9662644338673183,40,2,Sales,1,1
42,12,119003,21,2.3008447851048452,3.186709059589247,37,2,IT,0,0
47,16,92395,20,1.1570776569666092,4.537914910387037,47,4,HR,1,1
57,1,79758,7,2.087994421377424,3.2159730220125238,37,3,Operations,1,0
44,4,94312,16,1.0255161736263627,3.1382368766252347,60,3,Sales,0,0
22,11,108670,15,4.913419148227426,1.7818320014735995,58,1,HR,1,0
36,7,55434,26,4.86298883927899,1.664917448206635,40,0,Finance,1,1
42,5,104047,22,2.58062118988922,4.665956604462057,46,1,IT,1,0
30,7,87775,9,3.913483417358584,2.3113527954001363,36,1,HR,0,0
30,17,115769,9,2.3832243936417,2.4883290198515837,45,1,HR,0,0
31,2,106677,26,3.684372628343904,4.039294633713554,68,1,Operations,0,0
47,11,85734,1,4.221720172183916,2.3552939296912294,60,3,HR,0,0
56,2,80603,29,4.787024978768963,4.808249786556011,52,0,Operations,0,1
46,5,116708,8,2.600849103398688,3.951711075995201,55,1,IT,1,0
47,1,108803,16,4.133191931824191,3.38971697029368,56,3,IT,1,0
32,11,79332,10,2.063713802528475,4.5235806421790095,64,1,Finance,0,1
59,1,61312,9,4.961329215174594,1.198423633397931,64,2,Operations,1,1
23,5,84179,21,1.1030783950574046,2.028250768756835,42,1,Operations,1,0
28,16,111442,24,3.414115226004484,2.86014533688364,68,1,Sales,1,0
39,2,80379,16,3.6380239266053085,1.907914157886084,43,4,Sales,1,0
48,1,57297,3,3.7521822282965154,3.9756207492086078,54,2,Finance,0,1
55,19,42011,15,1.481550315156356,4.676832124214901,59,0,IT,0,1
48,7,84014,19,4.754119133892521,2.6950804797236936,53,1,Sales,0,0
38,11,51738,14,1.7247331162003312,2.36853040044758,39,0,HR,1,1
45,3,87498,24,3.4910136129593643,4.846202928550265,45,2,IT,1,0
46,4,51120,26,1.8907043164923398,2.7794097313101633,49,1,HR,0,1
28,12,48767,20,2.2288656680850836,2.956193601797133,42,4,Operations,0,0
27,14,62852,4,3.1858341669124974,2.4065994893676215,53,3,IT,1,0
45,15,119239,5,2.668773674258306,4.6381938920485535,57,4,Finance,0,1
54,9,40929,16,1.6409024039060252,3.275821933127403,61,4,Operations,0,1
50,15,117487,0,1.6837456096833932,4.048698348726578,66,3,Operations,1,0
43,11,57438,24,2.6725791526511986,4.247226873403545,60,3,HR,1,1
47,16,88515,18,4.0291319131020025,2.3673961676690327,61,3,Operations,0,1
49,15,45744,3,4.591858587391155,2.73477732528152,53,1,Sales,1,0
42,11,82417,16,1.3365106490375314,4.393887097625059,63,0,IT,0,0
28,7,47069,8,2.5724156302376042,2.453021406703241,67,0,Sales,1,0
38,19,82359,23,1.4009822548915065,4.175740533807405,53,3,HR,1,1
41,2,59799,1,1.0663699225303915,4.763969290297748,53,4,HR,0,1
41,15,110188,7,3.6468747305758265,3.492841492272028,67,2,IT,1,1
43,12,47597,14,3.409797767866351,3.9665091498075555,50,3,Operations,0,0
49,18,87093,6,1.6520764552595448,4.2203892481645395,57,4,Finance,1,0
28,7,77226,26,1.9352513323722564,4.38015859558657,41,4,HR,0,0
22,4,112127,5,1.0948310145780735,2.580213351427184,60,1,IT,1,1
53,19,117362,0,4.339788822777615,1.2050538367039927,66,1,Finance,1,0
34,7,66417,14,4.898762384194206,2.607505084946958,46,0,Operations,0,0
51,11,58693,22,1.5418381471787632,3.695024919136359,42,0,HR,1,1
44,0,119674,25,1.9259008550611925,2.801401543123171,39,2,IT,0,0
40,19,93161,6,4.473638095787736,3.995852603441594,62,2,IT,1,1
53,5,42169,28,4.705855191824739,2.4279297178746555,39,2,IT,1,0
